,Message ID,Message Phrases
4129,4130,[you are shortlisted:call us:call us:received your profile:limited period job offer:travel reimbursement:received your profile:you are shortlisted:simplest path to become a millionaire:received your profile]
4130,4131,[simplest path to become a millionaire:call us:role of a software developer:get hired today:role of a software developer:you are shortlisted]
4131,4132,[open for all:travel reimbursement:get hired today:you are shortlisted:simplest path to become a millionaire:travel reimbursement]
4132,4133,[role of a human resources director:simplest path to become a millionaire:work less and get paid more:simplest path to become a millionaire:call us:travel reimbursement:you are shortlisted:travel reimbursement:simplest path to become a millionaire]
4133,4134,[you are shortlisted:call us:received your profile:received your profile]
4134,4135,[open for all:call us:limited period job offer:you are shortlisted:open for all:travel reimbursement:you are shortlisted:received your profile:you are shortlisted:you are shortlisted:work less and get paid more:received your profile]
4135,4136,[work less and get paid more:limited period job offer:limited period job offer:meet us:call us:you are shortlisted]
4136,4137,[meet us:open for all:simplest path to become a millionaire:call us:you are shortlisted:you are shortlisted:limited period job offer:role of a software developer:received your profile]
4137,4138,[received your profile:you are shortlisted:meet us:limited period job offer:you are shortlisted:travel reimbursement:work less and get paid more:open for all]
4138,4139,[get hired today:you are shortlisted:open for all:call us]
4139,4140,[meet us:work less and get paid more:you are shortlisted:call us:you are shortlisted:get hired today:limited period job offer:meet us:get hired today:received your profile]
4140,4141,[meet us:role of a software developer:work less and get paid more:role of a software developer]
4141,4142,[call us:received your profile:work less and get paid more:you are shortlisted:received your profile:call us]
4142,4143,[get hired today:role of a software developer:open for all:you are shortlisted:travel reimbursement:call us:call us:role of a human resources director:you are shortlisted:simplest path to become a millionaire:meet us:work less and get paid more:simplest path to become a millionaire:work less and get paid more]
4143,4144,[call us:call us:limited period job offer:received your profile]
4144,4145,[role of a human resources director:meet us:role of a human resources director:work less and get paid more]
4145,4146,[role of a human resources director:travel reimbursement:limited period job offer:meet us:meet us:work less and get paid more:limited period job offer:received your profile:you are shortlisted]
4146,4147,[role of a human resources director:call us:you are shortlisted:work less and get paid more:work less and get paid more:travel reimbursement:simplest path to become a millionaire:limited period job offer:you are shortlisted]
4147,4148,[get hired today:work less and get paid more:you are shortlisted:received your profile:call us:limited period job offer:you are shortlisted:limited period job offer:call us:you are shortlisted:received your profile:you are shortlisted]
4148,4149,[meet us:received your profile:received your profile:call us:work less and get paid more:meet us]
